index,index_old,category,category_v2,command_kor,command_eng,ir_gt,connected_devices,notes
8,24.0,5.0,C10,테라스의 어느 조도 센서라도 100 럭스 이상이 되면 5초 뒤에 모든 블라인드를 올려줘.,"When any illuminance sensor on the terrace reaches 100 lux or higher, raise all blinds after 5 seconds.","{""timeline"": [{""op"": ""start_at"", ""anchor"": ""now""}, {""op"": ""wait"", ""cond"": ""LightSensor.Brightness >= 100"", ""edge"": ""none""}, {""op"": ""delay"", ""duration"": ""5 SEC""}, {""op"": ""call"", ""target"": ""WindowCovering.UpOrOpen"", ""args"": {}}]}","{""Terrace_Sensor_1"": {""category"": [""LightSensor""], ""tags"": [""Terrace"", ""LightSensor""]}, ""Terrace_Sensor_2"": {""category"": [""LightSensor""], ""tags"": [""Terrace"", ""LightSensor""]}, ""Garden_LightSensor"": {""category"": [""LightSensor""], ""tags"": [""Garden"", ""LightSensor""]}, ""Terrace_Blind_1"": {""category"": [""WindowCovering""], ""tags"": [""Terrace"", ""WindowCovering"", ""Blind""]}, ""Terrace_Blind_2"": {""category"": [""WindowCovering""], ""tags"": [""Terrace"", ""WindowCovering"", ""Blind""]}, ""LivingRoom_Blind"": {""category"": [""WindowCovering""], ""tags"": [""LivingRoom"", ""WindowCovering"", ""Blind""]}}",ok
9,25.0,5.0,C10,데이터 센터의 어느 온도 센서라도 30도 이상이 되면 1분 뒤에 모든 에어컨을 냉방 모드로 작동시켜줘.,"When any temperature sensor in the data center reaches 30 degrees or higher, set all air conditioners to cool mode after 1 minute.","{""timeline"": [{""op"": ""start_at"", ""anchor"": ""now""}, {""op"": ""wait"", ""cond"": ""TemperatureSensor.Temperature >= 30"", ""edge"": ""none""}, {""op"": ""delay"", ""duration"": ""1 MIN""}, {""op"": ""call"", ""target"": ""AirConditioner.SetAirConditionerMode"", ""args"": {""Mode"": ""cool""}}]}","{""DC_Temp_1"": {""category"": [""TemperatureSensor""], ""tags"": [""DataCenter"", ""TemperatureSensor""]}, ""DC_Temp_2"": {""category"": [""TemperatureSensor""], ""tags"": [""DataCenter"", ""TemperatureSensor""]}, ""ServerRoom_Temp"": {""category"": [""TemperatureSensor""], ""tags"": [""ServerRoom"", ""TemperatureSensor""]}, ""DC_AC_1"": {""category"": [""AirConditioner"", ""Switch""], ""tags"": [""DataCenter"", ""AirConditioner"", ""Switch""]}, ""DC_AC_2"": {""category"": [""AirConditioner"", ""Switch""], ""tags"": [""DataCenter"", ""AirConditioner"", ""Switch""]}, ""Office_AC"": {""category"": [""AirConditioner"", ""Switch""], ""tags"": [""Office"", ""AirConditioner"", ""Switch""]}}",ok
15,26.0,5.0,C09,주방 조명을 켜고 10초 뒤에 주방 제습기를 켜줘.,Turn on the kitchen light and turn on the kitchen dehumidifier 10 seconds later.,"{""timeline"": [{""op"": ""start_at"", ""anchor"": ""now""}, {""op"": ""call"", ""target"": ""Light.MoveToBrightness"", ""args"": {""Brightness"": 100.0, ""Rate"": 0.0}}, {""op"": ""delay"", ""duration"": ""10 SEC""}, {""op"": ""call"", ""target"": ""Dehumidifier.SetDehumidifierMode"", ""args"": {""Mode"": ""dehumidifying""}}]}","{""Kitchen_Light"": {""category"": [""Light"", ""Switch""], ""tags"": [""Kitchen"", ""Light"", ""Switch""]}, ""LivingRoom_Light"": {""category"": [""Light"", ""Switch""], ""tags"": [""LivingRoom"", ""Light"", ""Switch""]}, ""Kitchen_Dehumidifier"": {""category"": [""Dehumidifier"", ""Switch""], ""tags"": [""Kitchen"", ""Dehumidifier"", ""Switch""]}, ""Bedroom_Dehumidifier"": {""category"": [""Dehumidifier"", ""Switch""], ""tags"": [""Bedroom"", ""Dehumidifier"", ""Switch""]}}",ok
16,27.0,5.0,C09,서재 공기청정기를 강풍으로 틀고 2시간 뒤에 꺼줘.,Set the study air purifier to high and turn it off after 2 hours.,"{""timeline"": [{""op"": ""start_at"", ""anchor"": ""now""}, {""op"": ""call"", ""target"": ""AirPurifier.SetAirPurifierMode"", ""args"": {""Mode"": ""high""}}, {""op"": ""delay"", ""duration"": ""2 HOUR""}, {""op"": ""call"", ""target"": ""AirPurifier.SetAirPurifierMode"", ""args"": {""Mode"": ""high""}}]}","{""Study_AP"": {""category"": [""AirPurifier"", ""Switch""], ""tags"": [""Study"", ""AirPurifier"", ""Switch""]}, ""Bedroom_AP"": {""category"": [""AirPurifier"", ""Switch""], ""tags"": [""Bedroom"", ""AirPurifier"", ""Switch""]}}",Added Switch to AirPurifier category since switch_off() requires the Switch skill.
17,28.0,5.0,C09,욕실 조명을 끄고 5분 뒤에 켜줘.,Turn off the bathroom light and turn on after 5 minutes.,"{""timeline"": [{""op"": ""start_at"", ""anchor"": ""now""}, {""op"": ""call"", ""target"": ""Switch.Off"", ""args"": {}}, {""op"": ""delay"", ""duration"": ""5 MIN""}, {""op"": ""call"", ""target"": ""Switch.On"", ""args"": {}}]}","{""Bathroom_Light"": {""category"": [""Light"", ""Switch""], ""tags"": [""Bathroom"", ""Light"", ""Switch""]}, ""Bedroom_Light"": {""category"": [""Light"", ""Switch""], ""tags"": [""Bedroom"", ""Light"", ""Switch""]}}",ok
18,29.0,5.0,C09,회의실 문을 닫고 3초 뒤에 회의실 카메라로 촬영해줘.,Close the meeting room door. After 3 seconds take a picture with the meeting room camera.,"{""timeline"": [{""op"": ""start_at"", ""anchor"": ""now""}, {""op"": ""call"", ""target"": ""Door.Close"", ""args"": {}}, {""op"": ""delay"", ""duration"": ""3 SEC""}, {""op"": ""call"", ""target"": ""Camera.CaptureImage"", ""args"": {}}]}","{""MeetingRoom_Door"": {""category"": [""Door""], ""tags"": [""MeetingRoom"", ""Door""]}, ""Office_Door"": {""category"": [""Door""], ""tags"": [""Office"", ""Door""]}, ""MeetingRoom_Camera"": {""category"": [""Camera""], ""tags"": [""MeetingRoom"", ""Camera""]}, ""Lobby_Camera"": {""category"": [""Camera""], ""tags"": [""Lobby"", ""Camera""]}}",ok
1,30.0,5.0,C11,"지금 와인 셀러 온도를 체크하고 10분뒤에 다시 체크해서 1도 이상 차이가 나면, 스피커로 온도가 급변했다고 안내해줘. ","Check the wine cellar temperature now and again in 10 minutes. If it has changed by 1 degree or higher, announce through the speaker that the wine cellar temperature has changed rapidly.","{""timeline"": [{""op"": ""start_at"", ""anchor"": ""now""}, {""op"": ""read"", ""var"": ""t1"", ""src"": ""TemperatureSensor.Temperature""}, {""op"": ""delay"", ""duration"": ""10 MIN""}, {""op"": ""read"", ""var"": ""t2"", ""src"": ""TemperatureSensor.Temperature""}, {""op"": ""if"", ""cond"": ""abs($t2 - $t1) >= 1"", ""then"": [{""op"": ""call"", ""target"": ""Speaker.Speak"", ""args"": {""Text"": ""The wine cellar temperature has changed rapidly""}}], ""else"": []}]}","{""WineCellar_Temp"": {""category"": [""TemperatureSensor""], ""tags"": [""WineCellar"", ""TemperatureSensor""]}, ""Kitchen_Temp"": {""category"": [""TemperatureSensor""], ""tags"": [""Kitchen"", ""TemperatureSensor""]}, ""Speaker"": {""category"": [""Speaker""], ""tags"": [""Speaker""]}, ""LivingRoom_Speaker"": {""category"": [""Speaker""], ""tags"": [""LivingRoom"", ""Speaker""]}}",ok
4,1.0,6.0,C05,"온도가 28도 이상이고 습도가 70% 이상이면, 에어컨을 냉방 모드로 설정하고 온도를 24도로 맞춰줘.","If the temperature is 28 degrees or higher and the humidity is 70% or higher, set the air conditioner to cool mode and 24 degrees.","{""timeline"": [{""op"": ""start_at"", ""anchor"": ""now""}, {""op"": ""if"", ""cond"": ""TemperatureSensor.Temperature >= 28 and HumiditySensor.Humidity >= 70"", ""then"": [{""op"": ""call"", ""target"": ""AirConditioner.SetAirConditionerMode"", ""args"": {""Mode"": ""cool""}}, {""op"": ""call"", ""target"": ""AirConditioner.SetTargetTemperature"", ""args"": {""Temperature"": 24.0}}], ""else"": []}]}","{""LivingRoom_TemperatureSensor"": {""category"": [""TemperatureSensor""], ""tags"": [""LivingRoom"", ""TemperatureSensor""]}, ""Bedroom_TemperatureSensor"": {""category"": [""TemperatureSensor""], ""tags"": [""Bedroom"", ""TemperatureSensor""]}, ""LivingRoom_HumiditySensor"": {""category"": [""HumiditySensor""], ""tags"": [""LivingRoom"", ""HumiditySensor""]}, ""Bedroom_HumiditySensor"": {""category"": [""HumiditySensor""], ""tags"": [""Bedroom"", ""HumiditySensor""]}, ""LivingRoom_AirConditioner"": {""category"": [""AirConditioner"", ""Switch""], ""tags"": [""LivingRoom"", ""AirConditioner"", ""Switch""]}, ""Bedroom_AirConditioner"": {""category"": [""AirConditioner"", ""Switch""], ""tags"": [""Bedroom"", ""AirConditioner"", ""Switch""]}}",Tag-only selectors: each selector has 1 matching + 1 same-category different-location distractor.
5,2.0,6.0,C05,"이산화탄소 농도가 1200ppm 이상이고 사람이 감지되고 있으면, 공기청정기를 강풍으로 바꾸고 스피커로 경고해줘.","If the carbon dioxide concentration is 1200ppm or higher and person is being detected, set the air purifier to high mode and announce a warning using the speaker.","{""timeline"": [{""op"": ""start_at"", ""anchor"": ""now""}, {""op"": ""if"", ""cond"": ""AirQualitySensor.CarbonDioxide >= 1200 and PresenceSensor.Presence == true"", ""then"": [{""op"": ""call"", ""target"": ""AirPurifier.SetAirPurifierMode"", ""args"": {""Mode"": ""high""}}, {""op"": ""call"", ""target"": ""Speaker.Speak"", ""args"": {""Text"": ""Carbon dioxide concentration is high and person detected.""}}], ""else"": []}]}","{""Living_AQ"": {""category"": [""AirQualitySensor""], ""tags"": [""Living"", ""AirQualitySensor""]}, ""Office_AQ"": {""category"": [""AirQualitySensor""], ""tags"": [""Office"", ""AirQualitySensor""]}, ""Living_Presence"": {""category"": [""PresenceSensor""], ""tags"": [""Living"", ""PresenceSensor""]}, ""Bedroom_Presence"": {""category"": [""PresenceSensor""], ""tags"": [""Bedroom"", ""PresenceSensor""]}, ""Living_AP"": {""category"": [""AirPurifier""], ""tags"": [""Living"", ""AirPurifier""]}, ""Bedroom_AP"": {""category"": [""AirPurifier""], ""tags"": [""Bedroom"", ""AirPurifier""]}, ""Living_Speaker"": {""category"": [""Speaker""], ""tags"": [""Living"", ""Speaker""]}, ""Bedroom_Speaker"": {""category"": [""Speaker""], ""tags"": [""Bedroom"", ""Speaker""]}}",
6,3.0,6.0,C05,"비가 오고 있고 습도가 80% 이상이면, 제습기를 건조 모드로 작동시키고 ""비가 오고 습도가 높습니다""라고 스피커로 출력해줘.","If it is raining and the humidity is 80% or higher, set the dehumidifier to drying mode and output ""It's raining and himidity is high"" through the speaker.","{""timeline"": [{""op"": ""start_at"", ""anchor"": ""now""}, {""op"": ""if"", ""cond"": ""RainSensor.Rain == true and HumiditySensor.Humidity >= 80"", ""then"": [{""op"": ""call"", ""target"": ""Dehumidifier.SetDehumidifierMode"", ""args"": {""Mode"": ""drying""}}, {""op"": ""call"", ""target"": ""Speaker.Speak"", ""args"": {""Text"": ""It's raining and himidity is high""}}], ""else"": []}]}","{""Outdoor_Rain"": {""category"": [""RainSensor""], ""tags"": [""Outdoor"", ""RainSensor""]}, ""Garden_Rain"": {""category"": [""RainSensor""], ""tags"": [""Garden"", ""RainSensor""]}, ""Living_Hum"": {""category"": [""HumiditySensor""], ""tags"": [""Living"", ""HumiditySensor""]}, ""Bedroom_Hum"": {""category"": [""HumiditySensor""], ""tags"": [""Bedroom"", ""HumiditySensor""]}, ""Living_Dehum"": {""category"": [""Dehumidifier""], ""tags"": [""Living"", ""Dehumidifier""]}, ""Bedroom_Dehum"": {""category"": [""Dehumidifier""], ""tags"": [""Bedroom"", ""Dehumidifier""]}, ""Living_Speaker"": {""category"": [""Speaker""], ""tags"": [""Living"", ""Speaker""]}, ""Bedroom_Speaker"": {""category"": [""Speaker""], ""tags"": [""Bedroom"", ""Speaker""]}}",
7,4.0,6.0,C05,"소음 수치가 70 이상이고 집에 아무도 없으면, 카메라로 사진을 찍고 경찰 사이렌을 울려줘.","If the noise level is 70 or higher and no one is home, take a photo with the camera and sound the police siren.","{""timeline"": [{""op"": ""start_at"", ""anchor"": ""now""}, {""op"": ""if"", ""cond"": ""SoundSensor.Sound >= 70 and PresenceSensor.Presence == false"", ""then"": [{""op"": ""call"", ""target"": ""Camera.CaptureImage"", ""args"": {}}, {""op"": ""call"", ""target"": ""Siren.SetSirenMode"", ""args"": {""Mode"": ""police""}}], ""else"": []}]}","{""Living_Sound"": {""category"": [""SoundSensor""], ""tags"": [""Living"", ""SoundSensor""]}, ""Entrance_Sound"": {""category"": [""SoundSensor""], ""tags"": [""Entrance"", ""SoundSensor""]}, ""Living_Presence"": {""category"": [""PresenceSensor""], ""tags"": [""Living"", ""PresenceSensor""]}, ""Bedroom_Presence"": {""category"": [""PresenceSensor""], ""tags"": [""Bedroom"", ""PresenceSensor""]}, ""Entrance_Camera"": {""category"": [""Camera""], ""tags"": [""Entrance"", ""Camera""]}, ""Garage_Camera"": {""category"": [""Camera""], ""tags"": [""Garage"", ""Camera""]}, ""Main_Siren"": {""category"": [""Siren""], ""tags"": [""Main"", ""Siren""]}, ""Entrance_Siren"": {""category"": [""Siren""], ""tags"": [""Entrance"", ""Siren""]}}",
8,5.0,6.0,C05,"조도가 100 럭스 이하이고 사람이 감지되고 있으면, 스피커 볼륨을 30으로 설정하고 relax.mp3 음악을 재생해줘.","If the illuminance is 100 lux or lower and a person is being detected, set the speaker volume to 30 and play relax.mp3 music.","{""timeline"": [{""op"": ""start_at"", ""anchor"": ""now""}, {""op"": ""if"", ""cond"": ""LightSensor.Brightness <= 100 and PresenceSensor.Presence == true"", ""then"": [{""op"": ""call"", ""target"": ""Speaker.SetVolume"", ""args"": {""Volume"": 30}}, {""op"": ""call"", ""target"": ""Speaker.Play"", ""args"": {""MediaSource"": ""relax.mp3""}}], ""else"": []}]}","{""Living_LightSensor"": {""category"": [""LightSensor""], ""tags"": [""Living"", ""LightSensor""]}, ""Bedroom_LightSensor"": {""category"": [""LightSensor""], ""tags"": [""Bedroom"", ""LightSensor""]}, ""Living_Presence"": {""category"": [""PresenceSensor""], ""tags"": [""Living"", ""PresenceSensor""]}, ""Bedroom_Presence"": {""category"": [""PresenceSensor""], ""tags"": [""Bedroom"", ""PresenceSensor""]}, ""Living_Speaker"": {""category"": [""Speaker""], ""tags"": [""Living"", ""Speaker""]}, ""Bedroom_Speaker"": {""category"": [""Speaker""], ""tags"": [""Bedroom"", ""Speaker""]}}",
9,6.0,6.0,C05,"미세먼지 농도가 150 이상이고 문이 열려 있으면, 문을 닫고 공기청정기를 강풍으로 작동시켜줘.","If the fine dust level is 150 or higher and the door is open, close the door and set the air purifier to high.","{""timeline"": [{""op"": ""start_at"", ""anchor"": ""now""}, {""op"": ""if"", ""cond"": ""AirQualitySensor.FineDustLevel >= 150 and Door.DoorState == \""open\"""", ""then"": [{""op"": ""call"", ""target"": ""Door.Close"", ""args"": {}}, {""op"": ""call"", ""target"": ""AirPurifier.SetAirPurifierMode"", ""args"": {""Mode"": ""high""}}], ""else"": []}]}","{""Living_AQ"": {""category"": [""AirQualitySensor""], ""tags"": [""Living"", ""AirQualitySensor""]}, ""Bedroom_AQ"": {""category"": [""AirQualitySensor""], ""tags"": [""Bedroom"", ""AirQualitySensor""]}, ""Living_Door"": {""category"": [""Door""], ""tags"": [""Living"", ""Door""]}, ""Bedroom_Door"": {""category"": [""Door""], ""tags"": [""Bedroom"", ""Door""]}, ""Living_AP"": {""category"": [""AirPurifier""], ""tags"": [""Living"", ""AirPurifier""]}, ""Bedroom_AP"": {""category"": [""AirPurifier""], ""tags"": [""Bedroom"", ""AirPurifier""]}}",
10,7.0,6.0,C05,"비가 오고 아무도 없는 상태면, 도어락을 잠그고 밸브를 차단해줘.","If the weather is rainy and no one is being detected, lock the door and close the valve.","{""timeline"": [{""op"": ""start_at"", ""anchor"": ""now""}, {""op"": ""if"", ""cond"": ""WeatherProvider.Weather == \""rain\"" and PresenceSensor.Presence == false"", ""then"": [{""op"": ""call"", ""target"": ""DoorLock.Lock"", ""args"": {}}, {""op"": ""call"", ""target"": ""Valve.Close"", ""args"": {}}], ""else"": []}]}","{""Main_Weather"": {""category"": [""WeatherProvider""], ""tags"": [""Main"", ""WeatherProvider""]}, ""Outdoor_Weather"": {""category"": [""WeatherProvider""], ""tags"": [""Outdoor"", ""WeatherProvider""]}, ""Living_Presence"": {""category"": [""PresenceSensor""], ""tags"": [""Living"", ""PresenceSensor""]}, ""Bedroom_Presence"": {""category"": [""PresenceSensor""], ""tags"": [""Bedroom"", ""PresenceSensor""]}, ""Entrance_Lock"": {""category"": [""DoorLock""], ""tags"": [""Entrance"", ""DoorLock""]}, ""Garage_Lock"": {""category"": [""DoorLock""], ""tags"": [""Garage"", ""DoorLock""]}, ""Main_Valve"": {""category"": [""Valve""], ""tags"": [""Main"", ""Valve""]}, ""Garden_Valve"": {""category"": [""Valve""], ""tags"": [""Garden"", ""Valve""]}}",
11,8.0,6.0,C05,"오븐이 가열 중이고 아무도 없으면, 오븐을 보온 모드로 변경하고 스피커로 보온 모드로 변경했다고 알려줘.","If the oven is heating and no one is being detected, change the oven mode to warming and notify that the oven mode has been changed to warming.","{""timeline"": [{""op"": ""start_at"", ""anchor"": ""now""}, {""op"": ""if"", ""cond"": ""Oven.OvenMode == \""heating\"" and PresenceSensor.Presence == false"", ""then"": [{""op"": ""call"", ""target"": ""Oven.SetOvenMode"", ""args"": {""Mode"": ""warming""}}, {""op"": ""call"", ""target"": ""Speaker.Speak"", ""args"": {""Text"": ""The oven mode has been changed to warming.""}}], ""else"": []}]}","{""Kitchen_Oven"": {""category"": [""Oven""], ""tags"": [""Kitchen"", ""Oven""]}, ""Dining_Oven"": {""category"": [""Oven""], ""tags"": [""Dining"", ""Oven""]}, ""Living_Presence"": {""category"": [""PresenceSensor""], ""tags"": [""Living"", ""PresenceSensor""]}, ""Bedroom_Presence"": {""category"": [""PresenceSensor""], ""tags"": [""Bedroom"", ""PresenceSensor""]}, ""Kitchen_Speaker"": {""category"": [""Speaker""], ""tags"": [""Kitchen"", ""Speaker""]}, ""Living_Speaker"": {""category"": [""Speaker""], ""tags"": [""Living"", ""Speaker""]}}",
12,9.0,6.0,C05,"소음이 80 이상이고 사람이 없으면, 스피커 재생을 멈추고 긴급 사이렌을 울려줘.","If the noise level is 80 or higher and no person is being detected, stop speaker playbackand sound the emergency siren.","{""timeline"": [{""op"": ""start_at"", ""anchor"": ""now""}, {""op"": ""if"", ""cond"": ""SoundSensor.Sound >= 80 and PresenceSensor.Presence == false"", ""then"": [{""op"": ""call"", ""target"": ""Speaker.Stop"", ""args"": {}}, {""op"": ""call"", ""target"": ""Siren.SetSirenMode"", ""args"": {""Mode"": ""emergency""}}], ""else"": []}]}","{""Living_Sound"": {""category"": [""SoundSensor""], ""tags"": [""Living"", ""SoundSensor""]}, ""Entrance_Sound"": {""category"": [""SoundSensor""], ""tags"": [""Entrance"", ""SoundSensor""]}, ""Living_Presence"": {""category"": [""PresenceSensor""], ""tags"": [""Living"", ""PresenceSensor""]}, ""Bedroom_Presence"": {""category"": [""PresenceSensor""], ""tags"": [""Bedroom"", ""PresenceSensor""]}, ""Living_Speaker"": {""category"": [""Speaker""], ""tags"": [""Living"", ""Speaker""]}, ""Bedroom_Speaker"": {""category"": [""Speaker""], ""tags"": [""Bedroom"", ""Speaker""]}, ""Main_Siren"": {""category"": [""Siren""], ""tags"": [""Main"", ""Siren""]}, ""Entrance_Siren"": {""category"": [""Siren""], ""tags"": [""Entrance"", ""Siren""]}}",
13,10.0,6.0,C05,"이산화탄소가 1500ppm 이상이고 블라인드가 닫혀있으면, 공기청정기를 자동 모드로 켜고 블라인드를 올려줘.","If the carbon dioxide is 1500ppm or higher and the blind is closed, set the air purifier to auto and raise the blind.","{""timeline"": [{""op"": ""start_at"", ""anchor"": ""now""}, {""op"": ""if"", ""cond"": ""AirQualitySensor.CarbonDioxide >= 1500 and WindowCovering.CurrentPosition == 0"", ""then"": [{""op"": ""call"", ""target"": ""AirPurifier.SetAirPurifierMode"", ""args"": {""Mode"": ""auto""}}, {""op"": ""call"", ""target"": ""WindowCovering.UpOrOpen"", ""args"": {}}], ""else"": []}]}","{""Living_AQ"": {""category"": [""AirQualitySensor""], ""tags"": [""Living"", ""AirQualitySensor""]}, ""Bedroom_AQ"": {""category"": [""AirQualitySensor""], ""tags"": [""Bedroom"", ""AirQualitySensor""]}, ""Living_Blind"": {""category"": [""WindowCovering""], ""tags"": [""Living"", ""Blind"", ""WindowCovering""]}, ""Bedroom_Blind"": {""category"": [""WindowCovering""], ""tags"": [""Bedroom"", ""Blind"", ""WindowCovering""]}, ""Living_AP"": {""category"": [""AirPurifier""], ""tags"": [""Living"", ""AirPurifier""]}, ""Bedroom_AP"": {""category"": [""AirPurifier""], ""tags"": [""Bedroom"", ""AirPurifier""]}}",
